Study Site,Source,Period Start,Period End,Probable Period,Weight (g),Reference
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Te Ahumata,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Huruiki,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Cooks Beach,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Hahei,1400,1600,Early,,GMI
Waitapu Stream,Huruiki,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
Waitapu Stream,Mayor Island,1400,1600,Early,,GMI
